id,sentence
"0","데이터 주고받기가 무엇인가요?"
"0","데이터 주고받기가 어떤거죠?"
"0","데이터 주고받기란?"
"0","데이터 주고받기에 대해 알려주세요"
"0","데이터 주기와 받기가 뭔가요?"
"0","데이터 주고받기 서비스에서 대상자 제한이 이나요?"
"0","데이터 주고받기 이용이 가능한 대상자가 있나요?"
"0","데이터 주고받기는 누구랑 할 수 있어요?"
"0","이용이 가능한 대상자가 있나요?"
"1","오토롱 필링라이트 서비스에 대해 알려주세요"
"1","오토롱 필링라이트가 있다면서요? 어떤 서비스지요?"
"1","오토롱 필링라이트는?"
"1","오토롱필링라이트 문의"
"1","오토롱필링라이트 서비스란?"
"1","오토롱필링라이트가 뭐지?"
"1","오토롱필링라이트가 뭔가요?"
"1","오토롱필링라이트가 뭔지 알려줘요"
"1","오토롱필링라이트를 알려주세요"
"1","오토롱필링라이트에 대해 알려주세요"
"2","쇼핑콕을 선택하면 어떤 혜택을 받을 수 있나요?"
"3","링 요금제 사용 시 부모 충전 동의 사항은 변경이 가능한가요?"
"4","개인사업자가 아닌데 세금계산서 받는 방법 알려줘요"
"4","개인사업자가 아닌데 세금계산서 받을라고요"
"4","개인사업자가 아닐 경우, 세금계산서를 어떻게 받나요?"
"4","세금계산서 받을려는데 개인사업자가 아니라고 안된다고 하던데 정말 그래요?"
"4","세금계산서는 개인사업자만 받을수 있어요?"
"5","고객센터앱으로 오늘까지 사용한 금액(실시간 요금)을 확인할 수 있나요?"
"5","고객센터앱으로 지금까지 사용요금 알고싶어요"
"5","실시간 사용요금을 앱으로 알려주세요"
"6","링 요금제 자동 상한 옵션에 대해 설명해 주세요."
"7","청소년스페셜 얼마야?"
"7","청소년스페셜 요금제가 뭐지?"
"7","청소년스페셜 요금제는 얼마야?"
"7","청소년스페셜 요금제라는게 있다면서?"
"7","청소년스페셜 요금제에 대해서 알려줘"
"7","청소년스페셜이 뭐야?"
"7","청소년스페셜이 요금제가 어떤것인지 알려주세요"
"8","데이터 주고 받기 한도는요?"
"8","데이터 주고 받기에서 횟수 제한이 있나요?"
"8","데이터 주고받기 기준이 뭔가요?"
"8","데이터를 마음껏 주고 받을 수 있는 건가요?"
"8","한달에 얼만큼 데이터 주고 받기를 할 수 있나요?"
"8","데이터 주고받기 어떻게 쓰죠?"
"8","데이터 주고받기 이용 방법을 알려주세요."
"8","데이터 주고받기 이용방법을 알려주세요."
"8","데이터 주기 이용 방법을 알려주세요."
"9","교과월정액 서비스가 뭔가요?"
"9","교과월정액 서비스란?"
"9","교과월정액 서비스에 대해 알려주세요"
"9","교과월정액 이용방법을 알려주세요."
"9","청소년 요금제 중 데이터를 제한없이 이용할 수 있는 요금제가 있나요?"
"9","청소년스페셜 요금제에 포함된 교과월정액은 어떤 서비스인가요?"
"10","납부계좌 은행 바꿔주세요"
"10","납부계좌를 다른 사람 명의의 계좌로 변경할 수 있나요?"
"10","납부계좌를 다른 사람것으로 바꿀수 있나요?"
"10","납부계좌를 다른 사람것으로 변경할 수 있나요?"
"10","납부계좌를 바꿔줘"
"10","납부계좌의 은행 변경할수 있어요?"
"10","납부은행 바꿔주세요"
"10","납부카드를 가족명의로 바꿀수 있나요?"
"10","납부카드를 다른 가족것으로 바꿀수 있나요?"
"10","납부카드를 다른 가족것으로 변경할 수 있나요?"
"10","납부카드를 바꿔줘"
"10","납부통장을 다른 가족걸로 바꾸고 싶어요"
"10","납부통장을 다른 사람것으로 바꿔줘요"
"10","납부통장을 다른 사람것으로 변경하고 싶어요"
"10","납부통장을 바꿔주세요"
"10","납부통장을 바꿔줘"
"10","내 납부통장을 다른 카드로 바꿔주세요"
"11","세금계산서를 발급받고 싶은데 어떻게 해야하나요?"
"11","세금계산서를 신청방법은?"
"11","세금계산서를 어떻게 신청해?"
"11","세금계산서를 팩스로 받고싶습니다."
"11","홈페이지에서 세금계산서를 신청할 수 있나요?"
"12","sentence"
"13","쇼핑콕 인터파크 도서 혜택"
"13","쇼핑콕 인터파크에서 책살때 혜택좀 알려주"
"13","쇼핑콕에서 인터파크 도서 혜택이 뭐죠?"
"13","인터파크 도서 혜택에 대해 알려주세요.(쇼핑콕 선택 시)"
"14","1월요금 얼마야?"
"14","2월요금 얼마야?"
"14","내야 되는 요금이 얼마예요?"
"14","어떤요금들이 청구됐는지 상세하게 알려주세요"
"14","요금 청구액 알려줘요"
"14","이번 달 청구금액이 얼마예요?"
"14","이번달 납부할 금액 상세내역 확인부탁드립니다."
"14","이번달에 얼마 나왔어요?"
"14","이번달에 청구금액이 왜이렇게 많이 나왔나요?"
"14","지난 달 청구되었던 금액 좀 알려주세요"
"14","청구 요금 알려줘요"
"14","청구요금 상세내역"
"15","특별등급 대상자 선정시기가 연 1회라는게 무슨뜻인가요?"
"15","특별등급 대상자 선정시기는 언제죠?"
"15","특별등급 대상자 선정은 일년에 한번만인가요?"
"15","특별등급 대상자는 언제 기준으로 선정되요?"
"15","특별등급 대상자를 연 1회 선정한다는 의미가 뭐죠?"
"16","인터넷 요금은 현금영수증발행이 가능한가요?"
"16","인터넷 요금을 현금영수증으로 발급받을수 있어요?"
"16","인터넷에서 현금영수증으로 발급받을수 있어요?"
"16","현금영수증 인터넷 발행 가능해?"
"16","현금영수증을 인터넷을 통해 어떻게 받아?"
"16","현금영수증을 인터넷을 통해 어떻게 발급받아?"
"17","결제 날짜 확인 부탁드립니다."
"17","나의 출금일은 언제인가요?"
"17","내 요금은 언제 결제되는거죠?"
"17","신용카드 납부하는 날짜가 언제인가요?"
"17","요금 결재일을 알려줴요"
"17","요금 결제 날짜좀 알려줘요"
"17","요금 결제되는 날짜 확인 부탁드립니다."
"17","요금 언제까지 내요?"
"17","요금 출금되는 날이 언제야?"
"17","요금 출금일은 알려줘"
"17","요금 출금일은 언제인가요?"
"17","요금이 카드로 나가는 날짜가 언제죠?"
"17","은행 출금일이 언제인가요?"
"17","은행자동이체 출금 일정 확인이 가능한가요? 가능하다면 어디서 확인하나요?"
"17","이번달 내 출금일 알려줘"
"17","이번달 내 출금일은 언제인가요?"
"17","자동이체 은행에서 출금되는 날짜가 언제예요?"
"17","지로는 언제까지 납부해야 하나요?"
"17","출금일 알려줘요"
"17","출금일은?"
"17","핸드폰요금 결제일은 몇일 있나요?"
"18","100% LTE 데이터팩에 대해 알려주세요"
"18","100% LTE 데이터팩에 대해 알려줘"
"18","100% LTE 데이터팩은 어떤 서비스 인가요?"
"18","100% LTE 데이터팩은?"
"18","100% LTE 데이터팩이 뭔가요?"
"18","LTE 100% 데이터팩에 대해 알려주세요"
"19","멤버십 제휴 가맹점은 어디있어?"
"19","멤버십 제휴점은?"
"19","멤버십 제휴점이 어디지?"
"19","멤버십 카드 가맹점을 알고 싶어요."
"19","멤버십 혜택은 어디서 받지?"
"19","멤버십 혜택을 받을수 있는 제휴점은?"
"19","멤버십 혜택을 알려줘"
"20","나만의 콕 멤버십 카테고리를 변경하고 싶습니다."
"20","나만의 콕 멤버십 카테고리를 변경하는 방법이 뭐죠?"
"20","나만의 콕 멤버십 카테고리를 변경하는 방법이 있습니까?"
"20","콕 멤버십 카테고리를 변경하는 방법은?"
"20","콕 멤버십 카테고리를 어떻게 바꿔?"
"20","카테고리 선택 후 재변경이 가능한가요?"
"20","콕 카테고리 재변경 가능해요?"
"20","콕 카테고리를 다시 바꾸고 싶어요"
"20","콕 카테고리를 선택한후에 또 바꿀수 있어요?"
"21","대리점에서 요금내고 싶어요"
"21","대리점에서 요금을 납부하고 싶은데 방법을 랄려줘요"
"21","엉업점목록좀 알려줘요"
"21","요금 납부가 가능한 대리점을 알려주세요."
"21","요금수납이 되는 영업점 알려주세요"
"22","무통장 납부"
"22","무통장 요금 납부"
"22","무통장 요금은 어떻게 내죠?"
"22","무통장으로 납부방법 알려줘요"
"22","무통장으로 요금 납부를 하는 방법"
"22","무통장으로 요금 납부방법 알려줘요"
"22","무통장으로 요금 내려면 어떻게 하죠?"
"22","무통장으로 요금내려고요"
"22","무통장입금 요금납부 방법"
"22","요금 납부를 하고 싶은데, 무통장입금은 어떻게 하나요?"
"23","청구서의 상세 내역이 궁금해요."
"23","청구서의 상세 내역 알려주세요"
"23","청구서 상세내역 알려주세요"
"23","청구서세부내역이 뭐죠?"
"24","나 납부하지 않은 금액이 있나요?"
"24","나 미납금이 있나요?"
"24","나의 연체금"
"24","내가 납부 할 연체 요금이 있습니까?"
"24","내가 납부하지 않은 금액이 있나요?"
"24","내가 내지 않은 금액이 얼마죠?"
"24","내가 밀린 돈 얼마죠?"
"24","내가 안낸 돈이 있어요?"
"24","미납금 있어?"
"24","미납금 있어요?"
"24","연체된 금액 있어요?"
"24","연체요금 있나요?"
"24","연체요금을 학인하고 싶어"
"24","제가 납부할 연체금액이 있나요?"
"24","제가 체납 체크되 있습니까?"
"24","지난달 미납금이 얼마죠?ㅗ"
"25","미납금은 납부 방법 안내해주세요."
"25","미납금은 어떻게 납부하나요?"
"25","미납요금을 직접 납부할 수 있는 방법은 어떤 방법이 있습니까?"
"25","요금이 미납된 경우에는 어떻게 납부해야 하나요?"
"26","나만의 콕 혜택이 바뀌었나요?"
"26","멤버십 등급이 바뀌면 나만의 콕 혜택도 바뀌나요?"
"26","멤버십 등급이 바뀌면 나만의 콕 혜택이 바뀌나요?"
"26","콕 혜택을 바꾸고 싶어요"
"26","콕 혜택이 바뀐건 어떻게 알죠?"
"27","마그네틱이 손상되서 카드가 안돼요"
"27","멤버십 재신청"
"27","멤버십 카드 되나요"
"27","멤버십 카드 만들어주세요"
"27","멤버십 카드 발급해주세요"
"27","멤버십 카드가 없어요"
"27","멤버십 플라스틱 카드 재발급"
"28","미납 정지 관련 상담"
"28","미납 정지 관련문의"
"28","미납요금 납부를 했는데 왜 이용이 불가능한가요"
"28","미납요금 모두 납부 했는데 왜 정지 안풀려요?"
"28","미납요금 부분납부했는데 어제 정지풀려요?"
"28","미납요금냈는데 정지가 안풀려요"
"28","빠르게 돈 낼테니 정지 되지 않게 해 주세요"
"28","요금납부 했습니다. 정지 풀어주세요"
"28","요금미납으로 인한 일시정지"
"28","정지상태 15일날 미납요금을 납부할수있을것같은데요"
"28","핸드폰미납요금 및 정지"
"29","청구서가 안오는데 뭐 어쩌라는거죠?"
"29","청구서가 안오는데 언제와요?"
"29","청구서가 안오는데 언제쯤 받을수 있어요?"
"29","청구서는 언제 도착하나요?"
"29","청구서는 언제와?"
"30","LTE 안심옵션?"
"30","LTE 안심옵션에 대해 알려주세요"
"30","LTE 안심옵션은 뭔가요?"
"30","LTE 안심옵션은 어떤 서비스 인가요?"
"30","LTE 안심옵션이 뭐죠?"
"30","데이터 무제한 옵션은?"
"30","LTE 안심옵션이 뭐야?"
"30","데이터 무제한 옵션이 있나요?"
"31","나만의 콕 멤버십은 어떤 서비스 인가요?"
"31","나만의 콕 멤버십이 뭔지 알려주세요"
"31","콕 멤버십 서비스가 뭔가요?"
"31","콕 멤버십 서비스란?"
"31","콕 멤버십 서비스에 대해 알려줘요"
"32","멤버십 특별등급 알려줘요"
"32","멤버십 특별등급 확인해줘요"
"32","멤버십 특별등급이 어떤거예요?"
"32","특별등급 알려줘요"
"32","특별등급 확인해줘요"
"32","특별등급(특별승급)이 무엇인가요?"
"32","특별등급이 어떤거예요?"
"33","사이버 통화상세내역 조회는 어떻게 신청 합니까?"
"33","통화 상세 내역을 알교 싶어요"
"33","통화상세내역 열람은 어떻게 해야 하나요?"
"33","통화상세내역 조회는 신청후 언제부터 확인이 가능한가요?"
"33","통화상세내역을 받아보고 싶습니다."
"34","납부한 요금 알려주세요."
"34","납부한 요금을 알려주세요"
"34","내가 납부한 요금 내역 어디서 볼수 있지?"
"34","내가 납부한 요금 어디서 볼수 있지?"
"34","내가 낸 요금이 얼마지?"
"34","요금 납부 내역 볼 수 있어?"
"34","요금 납부 내역 어디서 볼수 있어?"
"34","요금 납부 내역 확인 부탁합니다."
"34","요금 납부 내역은 어디서 봐?"
"34","요금 납부 내역을 알고 싶습니다."
"34","요금 납부 내역을 알려줘요"
"34","요금 납부내역 알려주세요"
"34","요금 납부내역을 알려줘요"
"34","요금 납부한 내역을 확인하고 싶어"
"34","요금 납부한거 알고 싶어요"
"34","요금 납부한거 어디서 볼수 있지?"
"34","요금납부내역을 알려줘요"
"34","요금납부한거 어떻게 알수있죠?"
"34","제가 납부한 요금이 얼마죠?"
"35","U+ Navi 사용료 알고 싶어요"
"35","U+ Navi 어떻게 이용해?"
"35","U+ Navi 얼마죠?"
"35","U+ Navi 이용 요금은 어떻게 되나요?"
"35","U+ Navi 이용요금 얼마죠?"
"36","링 소진에 대해 알려주세요"
"36","링 소진이 궁금해요"
"36","링 소진이 되었는지 어떻게 알 수 있어요?"
"36","링 소진이 조건이 어떻게 되죠?"
"36","링 요금제 & 자동 상한 옵션 37,000으로 설정한 후 월 중에 후불 충전을 하면 링 소진은 어떵게 되나요?"
"36","충전링 다 소진하면 어떻게 되요?"
"36","충전한 링 다 썼나요?"
"37","링 요금제를 충전 시 부가세를 별도로 받게 되나요?"
"38","실버/일반 등급은 어떤 혜택을 받을 수 있나요?"
"39","쇼핑콕에서 패밀리샵 혜택은?"
"39","패밀리샵 혜택에 대해 알려주세요.(쇼핑콕 선택 시)"
"39","패밀리샵 혜택이 뭐죠?"
"40","문자로 폰 위치 받아볼 수 있나요?"
"40","분실폰 위치 알려주는 서비스"
"40","분실폰 위치를 문자로 알려주는 서비스가 있다던데…"
"40","분실폰 위치를 문자로 확인 해 볼 수 있나요?"
"40","분실폰위치 문자 서비스는 무엇인가요?"
"40","분실한 폰 위치추적 방법은?"
"40","폰 분실시 찾을수있는 방법 알려주세요"
"40","폰 위치 확인할수있는 방법은?"
"40","폰 위치좀 알려주세요"
"40","폰 잃어버렸는데 찾을 수 있는 방법은?"
"40","폰을 분실했는데 위치 조회 가능한가요?"
"40","폰찾을 수 있는 방법은?"
"40","휴대폰 위치 확인하는 방법"
"40","휴대폰 위치좀 확인 하려고 하는데요"
"41","뚜뚜거리면서 통화중에 전화왔다고 알려주는 서비스는?"
"41","새로운 전화가 왔다고 알려주는 서비스는?"
"41","전화통화중 새로운 전화왔다고 알려주는 서비스"
"41","통화중 새로운 전화가 오면 전화온걸 알 수 있는 방법은 없나요?"
"41","통화중대기서비스가 뭔가요?"
"41","통화중에 걸려오는 전화를 대기하는 서비스는?"
"41","통화중에 뚜뚜 거리는거 뭐예요?"
"41","통화중에 뚜뚜 거리며 전화온거 알려주는 서비스"
"41","통화중이라는 멘트가 안나오게 하려면?"
"41","통화중입니다라는 멘트가 안나오게 하는 방법은?"
"42","파워 9원 요금제에 대해 알려주세요."
"42","파워 9원 요금제의 혜택이 뭐예요?"
"42","파워 9원 요금제란?"
"42","파워 9원 요금제가 궁금해요"
"42","파워 9원이 뭐죠?"
"43","남은거 알려주세요"
"43","데이터 얼마나 남았나요?"
"43","무료제공 데이터 초과되었나요?"
"43","사용요금 확인 방법은?"
"43","실시간 요금 알려줘요"
"43","실시간 요금 조회"
"43","실시간으로 요금 확인 해 보고 싶습니다."
"43","요금 사용한것 알려줴요"
"43","제가 사용한 요금 알려주세요"
"43","제가 얼만큼 사용했나요?"
"43","지금까지 쓴 요금이 얼만가요?"
"43","초과요금이 있나요?"
"43","현재 요금 얼만가요?"
"44","오토롱필링을 외국인이 가입할수 있어요?"
"44","오토롱필링 가입하려는데 외국인이예요"
"44","외국인이 오토롱필링 가입가능해요?"
"44","외국인 고객인데 오토롱필링을 어떻게 가입하나요?"
"45","링 요금제가 무었인가요?"
"45","링 요금제가 무었인지 알려주세요."
"45","링 요금제를 알고 싶어요"
"45","링 요금제에 대해 알려 주세요.멤버십카드발급문의"
"46","필링에 가입되어 있는데, 오토롱필링 장르변경을 누르면 가입하라고 나와요!"
"46","오토롱필링 장르변경을 어떻게 해요?"
"46","필링에 가입중인데, 오토롱필링 장르변경이 안되요"
"46","오토롱필링 장르변경 방법은요?"
"47","링을 충전했는데, 이번 달에 다 사용을 못하면 어떻게 되나요?"
"48","교과월정액 데이터 3GB이상 사용하면 어떻게 되죠?"
"48","교과월정액 데이터 차감 순서는?"
"48","교과월정액 데이터를 다 쓰면 어떻게 되나요?"
"48","교과월정액 전용 데이터 차감 순서는?"
"48","교과월정액 전용 데이터를 다 쓰면 어떻게 되나요?"
"48","청소년스페셜 요금제에 포함된 전용데이터 3GB로만 교과월정액 이용이 가능한가요?"
"49","모바일 카드로도 현금영수증 되요?"
"49","현금영수증 발급할때 멤버십 카드로도 되요?"
"49","현금영수증을 멤버십카드로 발급받으려면 어떻게 해요?"
"49","현금영수증을 받을때 멤버십카드로 가능한가요?"
"49","멤버십 카드도 현금영수증 발급시 사용할 수 있나요?"
"50","내가 이용하는 요금제와 부가서비스를 확인할 수 있나요?"
"50","부가서비스 알려줘요"
"50","부가서비스를 알려주세요"
"50","부가서비스 조회"
"50","내가 사용하는 부가서비스를 확인하는 방법이 뭔가요"
"51","6인 지정할인 요금제가 뭔가요?"
"51","6인 지정할인 요금제가 뭔지 알려주세요"
"51","6인 지정할인 요금제란 무었인가요?"
"51","6인 지정할인 요금제에 대해 알려주세요."
"51","요금제중에서 6인 지정할인 요금제가 있어요?"
"52","링 요금제도 자동 상한 옵션 설정 변경이 가능한가요?"
"53","카테고리 선택/변경 후 멤버십카드를 재발급 받아야 하나요?"
"53","멤버십카드 재발급은 어떻게 해요?"
"53","멤버십카드 재발급 방법을 알려줘요"
"54","LTE음성무한자유69 요금제로 변경하고 싶어"
"54","LTE 요금제로 바꿔줘"
"54","내 요금제를 바꾸고  싶어"
"54","요금제도 변경 방법은?"
"54","지금 요금제를 LTE음성무한자유69로 바꾸려면 어떻게 해야하지?"
"55","현금 영수증을 발급 받으려면 어떻게 해야 하나요?"
"55","현금영수증 발급가능해요?"
"55","현금영수증은 받는거 어떻게?"
"55","현금영수증은 어떻게 발급받아요?"
"55","현금영수증은 어떻게?"
"56","요금을 납부할 수 있는 방법으로는 어떤 종류가 있나요?"
"56","요금을 납부할 수 있는 방법을 알려주세요"
"56","요금납부방법을 알려주세요"
"57","다이아몬드 등급이 되면 뭐가 좋아요?"
"57","다이아몬드/골드 등급은 어떤 혜택을 받을 수 있나요?"
"57","다이아몬드/골드 등급의 혜택을 알려줘요"
"57","다이아몬드/골드 등급이 뭐죠?"
"58","1월에 해지했는데 요금이 얼마나왔어?"
"58","남편번호 해지시 요금은"
"58","남편이 해지했는데 요금 알려주세요"
"58","해지시 납부해야하는 요금"
"58","해지시 요금"
"58","해지요금"
"58","해지요금알려줘"
"58","해지요금이 얼마야"
"58","해지하고 싶은데 요금이 얼마인가요?"
"58","해지하고싶은데 요금 알려줘"
"58","해지하면 나오는 요금 있어요?"
"58","해지하면 요금 얼마나 나와?"
"58","해지했는데 요금 알고싶어"
"59","멤버십 VVIP/VIP 등급 영화 무료예매는 어떻게 하나요?"
"59","멤버십App에서 VVIP/VIP 영화 무료예매하는 방법을 알려주세요."
"60","24시간 데이터 Free는 어떤 서비스 인가요?"
"60","24시간 데이터 프리 요금제가 뭔지요?"
"60","24시간 데이터Free 요금제가 궁금해요"
"60","24시간데이터Free 알려줘"
"60","24시간데이터Free?"
